"","gene_id","gene_name","seq_name","gene_biotype","description"
"19296","ENSDARG00000011640","syt5b","24","protein_coding","synaptotagmin Vb [Source:ZFIN;Acc:ZDB-GENE-050522-134]"
"19297","ENSDARG00000008164","","24","protein_coding","NULL"
"19298","ENSDARG00000078297","","24","protein_coding","NULL"
"19299","ENSDARG00000018461","zgc:56095","24","protein_coding","zgc:56095 [Source:ZFIN;Acc:ZDB-GENE-040426-1948]"
"19300","ENSDARG00000076055","","24","protein_coding","NULL"
"19301","ENSDARG00000079560","","24","protein_coding","NULL"
"19302","ENSDARG00000079401","","24","protein_coding","NULL"
"19303","ENSDARG00000038876","zgc:101569","24","protein_coding","zgc:101569 [Source:ZFIN;Acc:ZDB-GENE-041010-72]"
"19304","ENSDARG00000015686","bmp6","24","protein_coding","bone morphogenetic protein 6 [Source:ZFIN;Acc:ZDB-GENE-050306-42]"
"19305","ENSDARG00000009342","txndc5","24","protein_coding","thioredoxin domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1951]"
"19306","ENSDARG00000113426","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19307","ENSDARG00000111747","bloc1s5","24","protein_coding","biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:ZFIN;Acc:ZDB-GENE-030131-3502]"
"19308","ENSDARG00000104791","","24","protein_coding","NULL"
"19309","ENSDARG00000071774","EEF1E1","24","protein_coding","eukaryotic translation elongation factor 1 epsilon 1 [Source:NCBI gene (formerly Entrezgene);Acc:565440]"
"19310","ENSDARG00000045437","slc35b3","24","protein_coding","solute carrier family 35 member B3 [Source:ZFIN;Acc:ZDB-GENE-060312-46]"
"19311","ENSDARG00000059279","tfap2a","24","protein_coding","transcription factor AP-2 alpha [Source:ZFIN;Acc:ZDB-GENE-011212-6]"
"19312","ENSDARG00000110836","tmem14ca","24","protein_coding","transmembrane protein 14Ca [Source:ZFIN;Acc:ZDB-GENE-060825-156]"
"19313","ENSDARG00000059287","mak","24","protein_coding","male germ cell-associated kinase [Source:ZFIN;Acc:ZDB-GENE-030131-7279]"
"19314","ENSDARG00000045413","gcm2","24","protein_coding","glial cells missing transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-050127-1]"
"19315","ENSDARG00000116385","","24","protein_coding","NULL"
"19316","ENSDARG00000045414","elovl2","24","protein_coding","ELOVL fatty acid elongase 2 [Source:ZFIN;Acc:ZDB-GENE-060421-5612]"
"19317","ENSDARG00000113258","","24","protein_coding","NULL"
"19318","ENSDARG00000045415","gnal","24","protein_coding","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type [Source:ZFIN;Acc:ZDB-GENE-041114-26]"
"19319","ENSDARG00000045416","mppe1","24","protein_coding","metallophosphoesterase 1 [Source:ZFIN;Acc:ZDB-GENE-050417-195]"
"19320","ENSDARG00000113438","","24","protein_coding","NULL"
"19321","ENSDARG00000094618","","24","processed_transcript","NULL"
"19322","ENSDARG00000037415","DLGAP1","24","protein_coding","DLG associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2905]"
"19323","ENSDARG00000097146","","24","lincRNA","NULL"
"19324","ENSDARG00000059337","tgif1","24","protein_coding","TGFB-induced factor homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-030131-475]"
"19325","ENSDARG00000100872","","24","protein_coding","NULL"
"19326","ENSDARG00000059333","","24","protein_coding","KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428]"
"19327","ENSDARG00000094667","","24","processed_transcript","NULL"
"19328","ENSDARG00000092172","","24","protein_coding","NULL"
"19329","ENSDARG00000045427","","24","protein_coding","NULL"
"19330","ENSDARG00000078261","nphp3","24","protein_coding","nephronophthisis 3 [Source:ZFIN;Acc:ZDB-GENE-091204-117]"
"19331","ENSDARG00000063588","uba5","24","protein_coding","ubiquitin-like modifier activating enzyme 5 [Source:ZFIN;Acc:ZDB-GENE-031112-2]"
"19332","ENSDARG00000059322","topbp1","24","protein_coding","DNA topoisomerase II binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-060626-1]"
"19333","ENSDARG00000106397","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19334","ENSDARG00000090230","","24","protein_coding","NULL"
"19335","ENSDARG00000023028","cdv3","24","protein_coding","carnitine deficiency-associated expressed in ventricle 3 [Source:NCBI gene (formerly Entrezgene);Acc:334102]"
"19336","ENSDARG00000063573","vps41","24","protein_coding","VPS41 subunit of HOPS complex [Source:ZFIN;Acc:ZDB-GENE-030131-6671]"
"19337","ENSDARG00000092885","zgc:171977","24","protein_coding","zgc:171977 [Source:ZFIN;Acc:ZDB-GENE-070822-24]"
"19338","ENSDARG00000095281","zgc:152652","24","protein_coding","zgc:152652 [Source:ZFIN;Acc:ZDB-GENE-060818-27]"
"19340","ENSDARG00000093216","","24","protein_coding","NULL"
"19341","ENSDARG00000078638","zgc:171750","24","protein_coding","zgc:171750 [Source:ZFIN;Acc:ZDB-GENE-071004-30]"
"19342","ENSDARG00000092924","zgc:171474","24","protein_coding","zgc:171474 [Source:NCBI gene (formerly Entrezgene);Acc:100137113]"
"19343","ENSDARG00000045424","zgc:173856","24","protein_coding","zgc:173856 [Source:ZFIN;Acc:ZDB-GENE-030131-5358]"
"19344","ENSDARG00000045423","","24","protein_coding","NULL"
"19345","ENSDARG00000086362","POU6F2","24","protein_coding","POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21694]"
"19346","ENSDARG00000107850","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19347","ENSDARG00000073931","","24","protein_coding","NULL"
"19348","ENSDARG00000045422","otulina","24","protein_coding","OTU deubiquitinase with linear linkage specificity a [Source:ZFIN;Acc:ZDB-GENE-040426-2157]"
"19349","ENSDARG00000095829","","24","protein_coding","NULL"
"19350","ENSDARG00000071724","ankha","24","protein_coding","ANKH inorganic pyrophosphate transport regulator a [Source:ZFIN;Acc:ZDB-GENE-050913-33]"
"19351","ENSDARG00000098036","","24","protein_coding","NULL"
"19352","ENSDARG00000045695","myca","24","protein_coding","MYC proto-oncogene, bHLH transcription factor a [Source:ZFIN;Acc:ZDB-GENE-990415-162]"
"19353","ENSDARG00000093108","","24","lincRNA","NULL"
"19354","ENSDARG00000095733","","24","sense_intronic","NULL"
"19355","ENSDARG00000045417","fam49bb","24","protein_coding","family with sequence similarity 49 member Bb [Source:ZFIN;Acc:ZDB-GENE-040426-2590]"
"19356","ENSDARG00000084053","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19357","ENSDARG00000039729","ASAP1","24","protein_coding","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:2720]"
"19358","ENSDARG00000071727","eef1a1l3","24","protein_coding","eukaryotic translation elongation factor 1 alpha 1, like 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5667]"
"19359","ENSDARG00000114677","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19360","ENSDARG00000102732","dre-mir-7147","24","miRNA","dre-mir-7147 [Source:miRBase;Acc:MI0023606]"
"19361","ENSDARG00000109069","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19362","ENSDARG00000113628","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19363","ENSDARG00000090548","","24","protein_coding","GTPase IMAP family member 4 [Source:NCBI gene (formerly Entrezgene);Acc:793765]"
"19364","ENSDARG00000007418","chmp4c","24","protein_coding","charged multivesicular body protein 4C [Source:ZFIN;Acc:ZDB-GENE-050417-389]"
"19365","ENSDARG00000009178","zfand1","24","protein_coding","zinc finger, AN1-type domain 1 [Source:ZFIN;Acc:ZDB-GENE-040801-269]"
"19366","ENSDARG00000071735","prlh2","24","protein_coding","prolactin releasing hormone 2 [Source:ZFIN;Acc:ZDB-GENE-091204-205]"
"19367","ENSDARG00000038814","myripb","24","protein_coding","myosin VIIA and Rab interacting protein b [Source:ZFIN;Acc:ZDB-GENE-080123-1]"
"19368","ENSDARG00000094422","","24","protein_coding","NULL"
"19369","ENSDARG00000045411","acad11","24","protein_coding","acyl-CoA dehydrogenase family, member 11 [Source:ZFIN;Acc:ZDB-GENE-040426-814]"
"19370","ENSDARG00000040133","ackr4b","24","protein_coding","atypical chemokine receptor 4b [Source:ZFIN;Acc:ZDB-GENE-051107-10]"
"19371","ENSDARG00000084290","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19372","ENSDARG00000040309","PXDC1","24","protein_coding","PX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21361]"
"19373","ENSDARG00000040310","prpf4bb","24","protein_coding","pre-mRNA processing factor 4Bb [Source:ZFIN;Acc:ZDB-GENE-040426-2799]"
"19374","ENSDARG00000052131","gli3","24","protein_coding","GLI family zinc finger 3 [Source:ZFIN;Acc:ZDB-GENE-041111-162]"
"19375","ENSDARG00000094942","","24","processed_transcript","NULL"
"19376","ENSDARG00000110936","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19377","ENSDARG00000092528","","24","processed_transcript","NULL"
"19378","ENSDARG00000022970","tm9sf1","24","protein_coding","transmembrane 9 superfamily member 1 [Source:ZFIN;Acc:ZDB-GENE-040801-64]"
"19379","ENSDARG00000011404","fen1","24","protein_coding","flap structure-specific endonuclease 1 [Source:ZFIN;Acc:ZDB-GENE-031112-11]"
"19380","ENSDARG00000103898","","24","processed_transcript","NULL"
"19381","ENSDARG00000099738","CCR9","24","protein_coding","C-C motif chemokine receptor 9 [Source:HGNC Symbol;Acc:HGNC:1610]"
"19382","ENSDARG00000100235","","24","lincRNA","NULL"
"19383","ENSDARG00000099575","","24","lincRNA","NULL"
"19384","ENSDARG00000105010","lztfl1","24","protein_coding","leucine zipper transcription factor-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-945]"
"19385","ENSDARG00000094941","","24","processed_transcript","NULL"
"19386","ENSDARG00000110005","","24","protein_coding","NULL"
"19387","ENSDARG00000005220","pdcd6","24","protein_coding","programmed cell death 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1307]"
"19388","ENSDARG00000069260","rec8b","24","protein_coding","REC8 meiotic recombination protein b [Source:ZFIN;Acc:ZDB-GENE-060421-4898]"
"19389","ENSDARG00000041492","si:ch211-196f5.2","24","protein_coding","si:ch211-196f5.2 [Source:ZFIN;Acc:ZDB-GENE-041014-306]"
"19390","ENSDARG00000096451","","24","protein_coding","NULL"
"19391","ENSDARG00000063882","cox19","24","protein_coding","cytochrome c oxidase assembly factor COX19 [Source:ZFIN;Acc:ZDB-GENE-070410-29]"
"19392","ENSDARG00000041493","","24","protein_coding","NULL"
"19393","ENSDARG00000075113","nanog","24","protein_coding","nanog homeobox [Source:ZFIN;Acc:ZDB-GENE-030131-5486]"
"19394","ENSDARG00000041828","","24","protein_coding","NULL"
"19395","ENSDARG00000020956","pck2","24","protein_coding","phosphoenolpyruvate carboxykinase 2 (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-040426-2266]"
"19396","ENSDARG00000002165","psme1","24","protein_coding","proteasome activator subunit 1 [Source:ZFIN;Acc:ZDB-GENE-991110-17]"
"19397","ENSDARG00000108683","","24","protein_coding","NULL"
"19398","ENSDARG00000009868","dcaf11","24","protein_coding","ddb1 and cul4 associated factor 11 [Source:ZFIN;Acc:ZDB-GENE-050809-116]"
"19399","ENSDARG00000115898","","24","protein_coding","NULL"
"19400","ENSDARG00000045355","eloca","24","protein_coding","elongin C paralog a [Source:ZFIN;Acc:ZDB-GENE-040912-120]"
"19401","ENSDARG00000045360","ube2wb","24","protein_coding","ubiquitin conjugating enzyme E2 Wb [Source:ZFIN;Acc:ZDB-GENE-050113-1]"
"19402","ENSDARG00000026801","stau2","24","protein_coding","staufen double-stranded RNA binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:393899]"
"19403","ENSDARG00000058730","rdh10a","24","protein_coding","retinol dehydrogenase 10a [Source:ZFIN;Acc:ZDB-GENE-070112-2242]"
"19404","ENSDARG00000094794","","24","protein_coding","NULL"
"19405","ENSDARG00000110160","SBSPON","24","protein_coding","somatomedin B and thrombospondin type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362]"
"19406","ENSDARG00000058710","","24","protein_coding","NULL"
"19407","ENSDARG00000088842","KCNB2","24","protein_coding","potassium voltage-gated channel subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:6232]"
"19408","ENSDARG00000110491","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19409","ENSDARG00000031875","trpa1b","24","protein_coding","transient receptor potential cation channel, subfamily A, member 1b [Source:ZFIN;Acc:ZDB-GENE-050106-1]"
"19410","ENSDARG00000110016","MSC","24","protein_coding","musculin [Source:HGNC Symbol;Acc:HGNC:7321]"
"19411","ENSDARG00000014259","eya1","24","protein_coding","EYA transcriptional coactivator and phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-990712-18]"
"19412","ENSDARG00000026500","xkr9","24","protein_coding","XK, Kell blood group complex subunit-related family, member 9 [Source:ZFIN;Acc:ZDB-GENE-060421-6224]"
"19413","ENSDARG00000019137","tram1","24","protein_coding","translocation associated membrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-021011-1]"
"19414","ENSDARG00000017929","ncoa2","24","protein_coding","nuclear receptor coactivator 2 [Source:ZFIN;Acc:ZDB-GENE-010406-3]"
"19415","ENSDARG00000081993","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19416","ENSDARG00000045371","prdm14","24","protein_coding","PR domain containing 14 [Source:ZFIN;Acc:ZDB-GENE-030131-2709]"
"19417","ENSDARG00000094442","","24","protein_coding","NULL"
"19418","ENSDARG00000093645","","24","processed_transcript","NULL"
"19419","ENSDARG00000045372","ngdn","24","protein_coding","neuroguidin, EIF4E binding protein [Source:ZFIN;Acc:ZDB-GENE-031030-13]"
"19420","ENSDARG00000045373","pabpn1","24","protein_coding","poly(A) binding protein, nuclear 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2401]"
"19421","ENSDARG00000063049","thtpa","24","protein_coding","thiamine triphosphatase [Source:ZFIN;Acc:ZDB-GENE-070502-2]"
"19422","ENSDARG00000058603","jph1a","24","protein_coding","junctophilin 1a [Source:ZFIN;Acc:ZDB-GENE-040724-233]"
"19423","ENSDARG00000092995","","24","processed_transcript","NULL"
"19424","ENSDARG00000110233","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19425","ENSDARG00000058601","gdap1","24","protein_coding","ganglioside induced differentiation associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-050522-424]"
"19426","ENSDARG00000045378","pi15a","24","protein_coding","peptidase inhibitor 15a [Source:ZFIN;Acc:ZDB-GENE-040724-135]"
"19427","ENSDARG00000077275","","24","protein_coding","NULL"
"19428","ENSDARG00000063032","dok6","24","protein_coding","docking protein 6 [Source:ZFIN;Acc:ZDB-GENE-070410-50]"
"19429","ENSDARG00000045391","cd226","24","protein_coding","CD226 molecule [Source:ZFIN;Acc:ZDB-GENE-070112-1322]"
"19430","ENSDARG00000004131","RTTN","24","protein_coding","rotatin [Source:HGNC Symbol;Acc:HGNC:18654]"
"19431","ENSDARG00000115878","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19432","ENSDARG00000058565","SOCS6","24","protein_coding","suppressor of cytokine signaling 6 [Source:HGNC Symbol;Acc:HGNC:16833]"
"19433","ENSDARG00000116720","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19434","ENSDARG00000077151","cbln2b","24","protein_coding","cerebellin 2b precursor [Source:ZFIN;Acc:ZDB-GENE-070615-12]"
"19435","ENSDARG00000016897","","24","protein_coding","NULL"
"19436","ENSDARG00000110114","","24","protein_coding","NULL"
"19437","ENSDARG00000071596","NETO1","24","protein_coding","neuropilin and tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:13823]"
"19438","ENSDARG00000093743","","24","processed_transcript","NULL"
"19439","ENSDARG00000071594","timm21","24","protein_coding","translocase of inner mitochondrial membrane 21 [Source:ZFIN;Acc:ZDB-GENE-120709-89]"
"19440","ENSDARG00000096457","","24","protein_coding","NULL"
"19441","ENSDARG00000096455","","24","lincRNA","NULL"
"19442","ENSDARG00000096436","","24","lincRNA","NULL"
"19443","ENSDARG00000058821","sema5a","24","protein_coding","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:ZFIN;Acc:ZDB-GENE-030131-8969]"
"19444","ENSDARG00000111426","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19445","ENSDARG00000103141","","24","antisense","NULL"
"19446","ENSDARG00000084965","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19447","ENSDARG00000045398","MTRR","24","protein_coding","5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:NCBI gene (formerly Entrezgene);Acc:560667]"
"19448","ENSDARG00000045399","cct5","24","protein_coding","chaperonin containing TCP1, subunit 5 (epsilon) [Source:ZFIN;Acc:ZDB-GENE-030131-977]"
"19449","ENSDARG00000073786","cmbl","24","protein_coding","carboxymethylenebutenolidase homolog (Pseudomonas) [Source:ZFIN;Acc:ZDB-GENE-071004-21]"
"19450","ENSDARG00000001930","klhl15","24","protein_coding","kelch-like family member 15 [Source:ZFIN;Acc:ZDB-GENE-040801-99]"
"19451","ENSDARG00000008292","eif2s3","24","protein_coding","eukaryotic translation initiation factor 2, subunit 3 gamma [Source:ZFIN;Acc:ZDB-GENE-030131-5552]"
"19452","ENSDARG00000074453","","24","protein_coding","NULL"
"19453","ENSDARG00000071626","ptgdsb.2","24","protein_coding","prostaglandin D2 synthase b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030911-3]"
"19454","ENSDARG00000027088","ptgdsb.1","24","protein_coding","prostaglandin D2 synthase b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8436]"
"19455","ENSDARG00000032098","c8g","24","protein_coding","complement component 8, gamma polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1898]"
"19456","ENSDARG00000018459","msrb2","24","protein_coding","methionine sulfoxide reductase B2 [Source:ZFIN;Acc:ZDB-GENE-040426-2304]"
"19457","ENSDARG00000074708","ARMC3","24","protein_coding","armadillo repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:30964]"
"19458","ENSDARG00000003776","pip4k2aa","24","protein_coding","phosphatidylinositol-5-phosphate 4-kinase, type II, alpha a [Source:ZFIN;Acc:ZDB-GENE-080721-18]"
"19459","ENSDARG00000077318","","24","processed_pseudogene","NULL"
"19460","ENSDARG00000045401","MLLT10","24","protein_coding","MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]"
"19461","ENSDARG00000045402","commd3","24","protein_coding","COMM domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-041219-3]"
"19462","ENSDARG00000006010","bmi1a","24","protein_coding","bmi1 polycomb ring finger onco 1a [Source:NCBI gene (formerly Entrezgene);Acc:321505]"
"19463","ENSDARG00000020158","spag6","24","protein_coding","sperm associated antigen 6 [Source:ZFIN;Acc:ZDB-GENE-040704-53]"
"19464","ENSDARG00000117494","","24","lincRNA","NULL"
"19465","ENSDARG00000097929","si:dkey-90a24.1","24","processed_transcript","si:dkey-90a24.1 [Source:ZFIN;Acc:ZDB-GENE-060526-347]"
"19467","ENSDARG00000018491","pdia4","24","protein_coding","protein disulfide isomerase family A, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5493]"
"19468","ENSDARG00000010571","ezh2","24","protein_coding","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:ZFIN;Acc:ZDB-GENE-041111-259]"
"19469","ENSDARG00000007691","cul1b","24","protein_coding","cullin 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2887]"
"19470","ENSDARG00000096996","","24","lincRNA","NULL"
"19471","ENSDARG00000096926","","24","processed_transcript","NULL"
"19472","ENSDARG00000058969","cntnap2a","24","protein_coding","contactin associated protein 2a [Source:ZFIN;Acc:ZDB-GENE-120328-3]"
"19473","ENSDARG00000116293","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19474","ENSDARG00000115131","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
